Objects ID,Player ID,InitialWidth,InitialHeight,InitialDepth,Eye Height,Desk Height,Center Height,,G,realDIS,,Distance to Surface,Width,Height,Depth,Shape,Texture,Volume,VolimeAfter,Multiple,,,,
A2,5,11,11,11,144,100,105.5,38.5,376,142858.25,377.9659376,370.5,20,20,20,4,5,1331,8000,6.010518407,111,,,111
A2,6,11,11,11,138,115,120.5,17.5,51,2907.25,53.91892061,45.5,20,20,20,4,5,1331,8000,6.010518407,126,,,126
A2,7,11,11,11,133,74,79.5,53.5,76,8638.25,92.94218633,70.5,33,33,33,6,2,1331,35937,27,85,,,85
A2,8,11,11,11,148,135,140.5,7.5,63,4025.25,63.44485795,57.5,33,33,33,2,4,1331,35937,27,146,,,146
A2,9,11,11,11,140,107,112.5,27.5,47,2965.25,54.45410912,41.5,16,16,16,,,1331,4096,,118,,,118
A2,10,11,11,11,145,122,127.5,17.5,56,3442.25,58.67069115,50.5,12,12,12,3,5,1331,1728,1.298271976,133,,,133
A2,11,11,11,11,145,117,122.5,22.5,90,8606.25,92.76987658,84.5,23,23,23,4,6,1331,12167,9.141247183,128,,,128
A2,12,11,11,11,133,74,79.5,53.5,79,9103.25,95.41095325,73.5,18,18,18,2,3,1331,5832,4.381667919,85,,,85
A2,13,11,11,11,134,111,116.5,17.5,76,6082.25,77.98878124,70.5,49,49,49,5,6,1331,117649,88.39143501,122,,,122
A2,14,11,11,11,151,116,121.5,29.5,69,5631.25,75.0416551,63.5,16,16,16,7,6,1331,4096,3.077385424,127,,,127
A2,15,11,11,11,139,114,119.5,19.5,110,12480.25,111.7150393,104.5,12,12,12,5,5,1331,1728,1.298271976,125,,,125
A2,16,11,11,11,138,114,119.5,18.5,125,15967.25,126.3615844,119.5,25,25,25,2,4,1331,15625,11.73929376,125,,,125
A2,17,11,11,11,142,104,109.5,32.5,272,75040.25,273.934755,266.5,14,14,14,1,2,1331,2744,2.061607814,115,,,115
A2,18,11,11,11,152,132,137.5,14.5,110,12310.25,110.951566,104.5,35,35,35,3,5,1331,42875,32.21262209,143,3.333333333,4.176470588,143
A2,19,11,11,11,102,92,97.5,4.5,92,8484.25,92.1099886,86.5,17,17,17,,,1331,4913,,103,,,103
A2,20,11,11,11,102,83,88.5,13.5,44,2118.25,46.02445002,38.5,31,31,31,,,1331,29791,,94,,,94
A13,1,28.9,28.9,0.32,116,88,102.45,13.55,108,11847.6025,108.8466926,107.84,42,42,0.465051903,2,4,267.2672,820.3515571,3.069406037,116.9,,,116.9
A13,2,28.9,28.9,0.32,124,99,113.45,10.55,70,5011.3025,70.79055375,69.84,49,49,0.542560554,2,2,267.2672,1302.687889,4.874103105,127.9,,,127.9
A13,3,28.9,28.9,0.32,144,116,130.45,13.55,59,3664.6025,60.53596039,58.84,37,37,0.409688581,4,5,267.2672,560.8636678,2.098512903,144.9,,,144.9
A13,4,28.9,28.9,0.32,144,116,130.45,13.55,59,3664.6025,60.53596039,58.84,37,37,0.409688581,3,2,267.2672,560.8636678,2.098512903,144.9,,,144.9
A13,5,28.9,28.9,0.32,144,99,113.45,30.55,59,4414.3025,66.44021749,58.84,42,42,0.465051903,2,3,267.2672,820.3515571,3.069406037,127.9,,,127.9
A13,6,28.9,28.9,0.32,140,108,122.45,17.55,54,3224.0025,56.78030028,53.84,37,37,0.409688581,1,3,267.2672,560.8636678,2.098512903,136.9,,,136.9
A13,7,28.9,28.9,0.32,134,105,119.45,14.55,56,3347.7025,57.85933373,55.84,33,33,0.365397924,6,6,267.2672,397.9183391,1.488840902,133.9,,,133.9
A13,8,28.9,28.9,0.32,149,130,144.45,4.55,81,6581.7025,81.12769256,80.84,33,33,0.365397924,1,1,267.2672,397.9183391,1.488840902,158.9,,,158.9
A13,9,28.9,28.9,0.32,140,99,113.45,26.55,60,4304.9025,65.61175581,59.84,22,22,0.243598616,,,267.2672,117.9017301,,,,,
A13,10,28.9,28.9,0.32,146,115,129.45,16.55,62,4117.9025,64.17088514,61.84,16,16,0.17716263,1,1,267.2672,45.35363322,0.169693974,143.9,,,143.9
A13,11,28.9,28.9,0.32,145,120,134.45,10.55,91,8392.3025,91.60951097,90.84,43,43,0.476124567,2,7,267.2672,880.3543253,3.293910833,148.9,,,148.9
A13,12,28.9,28.9,0.32,134,105,119.45,14.55,56,3347.7025,57.85933373,55.84,39,39,0.43183391,1,2,267.2672,656.8193772,2.457538288,133.9,,,133.9
A13,13,28.9,28.9,0.32,134,93,107.45,26.55,132,18128.9025,134.6436129,131.84,36,36,0.398615917,7,7,267.2672,516.6062284,1.93292042,121.9,,,121.9
A13,14,28.9,28.9,0.32,150,108,122.45,27.55,80,7159.0025,84.61088878,79.84,38,38,0.420761246,4,7,267.2672,607.5792388,2.273302668,136.9,,,136.9
A13,15,28.9,28.9,0.32,139,112,126.45,12.55,96,9373.5025,96.81685029,95.84,31,31,0.343252595,2,5,267.2672,329.8657439,1.234217083,140.9,,,140.9
A13,16,28.9,28.9,0.32,138,115,129.45,8.55,133,17762.1025,133.2745381,132.84,34,34,0.376470588,1,4,267.2672,435.2,1.628332994,143.9,,,143.9
A13,17,28.9,28.9,0.32,144,107,121.45,22.55,263,69677.5025,263.9649645,262.84,34,34,0.376470588,1,2,267.2672,435.2,1.628332994,135.9,,,135.9
A13,18,28.9,28.9,0.32,151,134,148.45,2.55,121,14647.5025,121.0268669,120.84,13,13,0.143944637,2,5,267.2672,24.3266436,0.091019937,162.9,,,162.9
A13,19,28.9,28.9,0.32,103,86,100.45,2.55,120,14406.5025,120.0270907,119.84,37,37,0.409688581,,,267.2672,560.8636678,,114.9,,,114.9
A13,20,28.9,28.9,0.32,103,89,103.45,-0.45,69,4761.2025,69.00146738,68.84,38,38,0.420761246,,,267.2672,607.5792388,,117.9,,,117.9
A11,1,19.1,26.4,4,115,85,98.2,16.8,101,10483.24,102.3876946,99,21.70454545,30,4.545454545,4,1,2016.96,2959.710744,1.467411721,111.4,2.555555556,3.722222222,111.4
A11,2,19.1,26.4,4,124,96,109.2,14.8,60,3819.04,61.79838186,58,41.23863636,57,8.636363636,2,3,2016.96,20300.65599,10.06497699,122.4,,,122.4
A11,3,19.1,26.4,4,145,114,127.2,17.8,75,5941.84,77.08333153,73,18.08712121,25,3.787878788,5,3,2016.96,1712.795569,0.849196598,140.4,,,140.4
A11,4,19.1,26.4,4,145,11,24.2,120.8,75,20217.64,142.1887478,73,18.08712121,25,3.787878788,2,1,2016.96,1712.795569,0.849196598,37.4,,,37.4
A11,5,19.1,26.4,4,144,114,127.2,16.8,262,68926.24,262.5380734,260,29.66287879,41,6.212121212,4,2,2016.96,7555.04534,3.745758637,140.4,,,140.4
A11,6,19.1,26.4,4,139,114,127.2,11.8,48,2443.24,49.4291412,46,28.21590909,39,5.909090909,6,4,2016.96,6502.484504,3.22390355,140.4,,,140.4
A11,7,19.1,26.4,4,134,109,122.2,11.8,68,4763.24,69.01622998,66,24.59848485,34,5.151515152,6,5,2016.96,4308.461892,2.136116676,135.4,,,135.4
A11,8,19.1,26.4,4,148,130,143.2,4.8,55,3048.04,55.20905723,53,24.59848485,34,5.151515152,5,1,2016.96,4308.461892,2.136116676,156.4,,,156.4
A11,9,19.1,26.4,4,141,103,116.2,24.8,63,4584.04,67.70553892,61,17.36363636,24,3.636363636,,,2016.96,1515.371901,0.751314801,129.4,,,129.4
A11,10,19.1,26.4,4,147,122,135.2,11.8,68,4763.24,69.01622998,66,20.25757576,28,4.242424242,6,2,2016.96,2406.354454,1.193060077,148.4,,,148.4
A11,11,19.1,26.4,4,145,122,135.2,9.8,67,4585.04,67.71292343,65,28.93939394,40,6.060606061,5,6,2016.96,7015.610652,3.478309263,148.4,,,148.4
A11,12,19.1,26.4,4,134,109,122.2,11.8,68,4763.24,69.01622998,66,39.06818182,54,8.181818182,4,1,2016.96,17261.03306,8.557945154,135.4,,,135.4
A11,13,19.1,26.4,4,134,92,105.2,28.8,131,17990.44,134.1284459,129,72.34848485,100,15.15151515,5,7,2016.96,109618.9164,54.34858224,118.4,,,118.4
A11,14,19.1,26.4,4,150,60,73.2,76.8,121,20539.24,143.3151771,119,23.875,33,5,6,7,2016.96,3939.375,1.953125,86.4,,,86.4
A11,15,19.1,26.4,4,139,113,126.2,12.8,105,11188.84,105.7773133,103,20.25757576,28,4.242424242,7,6,2016.96,2406.354454,1.193060077,139.4,,,139.4
A11,16,19.1,26.4,4,137,114,127.2,9.8,118,14020.04,118.4062498,116,28.93939394,40,6.060606061,4,2,2016.96,7015.610652,3.478309263,140.4,,,140.4
A11,17,19.1,26.4,4,143,103,116.2,26.8,291,85399.24,292.2314836,289,24.59848485,34,5.151515152,2,1,2016.96,4308.461892,2.136116676,129.4,,,129.4
A11,18,19.1,26.4,4,151,128,141.2,9.8,104,10912.04,104.4607103,102,13.74621212,19,2.878787879,5,3,2016.96,751.8761478,0.372776926,154.4,4.588235294,3.375,154.4
A11,19,19.1,26.4,4,103,89,102.2,0.8,103,10609.64,103.0031067,101,13.02272727,18,2.727272727,,,2016.96,639.2975207,,115.4,,,115.4
A11,20,19.1,26.4,4,103,91,104.2,-1.2,73,5330.44,73.00986235,71,23.15151515,32,4.848484848,,,2016.96,3591.992654,,117.4,,,117.4
A9,1,5.84,19.6,5.84,116,95,104.8,11.2,74,5601.44,74.84276852,71.08,9.534693878,32,9.534693878,2,3,668.46976,2909.132395,4.351928193,114.6,,,114.6
A9,2,5.84,19.6,5.84,129,98,107.8,21.2,61,4170.44,64.57894394,58.08,29.79591837,100,29.79591837,6,4,668.46976,88779.67514,132.8103086,117.6,,,117.6
A9,3,5.84,19.6,5.84,145,115,124.8,20.2,61,4129.04,64.25760655,58.08,5.065306122,17,5.065306122,3,5,668.46976,436.1745439,0.652497046,134.6,,,134.6
A9,4,5.84,19.6,5.84,145,115,124.8,20.2,61,4129.04,64.25760655,58.08,5.065306122,17,5.065306122,1,6,668.46976,436.1745439,0.652497046,134.6,,,134.6
A9,5,5.84,19.6,5.84,143,116,125.8,17.2,208,43559.84,208.7099423,205.08,12.51428571,42,12.51428571,3,5,668.46976,6577.508571,9.839650146,135.6,,,135.6
A9,6,5.84,19.6,5.84,140,118,127.8,12.2,54,3064.84,55.3609971,51.08,11.0244898,37,11.0244898,1,4,668.46976,4496.956885,6.727240563,137.6,,,137.6
A9,7,5.84,19.6,5.84,131,111,120.8,10.2,46,2220.04,47.11730043,43.08,9.832653061,33,9.832653061,6,6,668.46976,3190.475185,4.772804061,130.6,,,130.6
A9,8,5.84,19.6,5.84,147,127,136.8,10.2,68,4728.04,68.76074461,65.08,10.72653061,36,10.72653061,3,5,668.46976,4142.104523,6.196397759,146.6,,,146.6
A9,9,5.84,19.6,5.84,150,60,69.8,80.2,434,194788.04,441.3479806,431.08,5.66122449,19,5.66122449,,,668.46976,608.9397918,,79.6,,,79.6
A9,10,5.84,19.6,5.84,147,131,140.8,6.2,95,9063.44,95.20210082,92.08,4.767346939,16,4.767346939,5,4,668.46976,363.6415494,0.543991024,150.6,,,150.6
A9,11,5.84,19.6,5.84,142,101,110.8,31.2,110,13073.44,114.3391447,107.08,4.171428571,14,4.171428571,7,7,668.46976,243.6114286,0.364431487,120.6,,,120.6
A9,12,5.84,19.6,5.84,131,111,120.8,10.2,46,2220.04,47.11730043,43.08,11.91836735,40,11.91836735,4,4,668.46976,5681.899209,8.499859752,130.6,,,130.6
A9,13,5.84,19.6,5.84,131,88,97.8,33.2,175,31727.24,178.1214193,172.08,10.13061224,34,10.13061224,5,6,668.46976,3489.396352,5.21997637,107.6,,,107.6
A9,14,5.84,19.6,5.84,141,112,121.8,19.2,71,5409.64,73.55025493,68.08,5.959183673,20,5.959183673,6,6,668.46976,710.2374011,1.062482469,131.6,,,131.6
A9,15,5.84,19.6,5.84,139,119,128.8,10.2,101,10305.04,101.5137429,98.08,5.959183673,20,5.959183673,3,5,668.46976,710.2374011,1.062482469,138.6,,,138.6
A9,16,5.84,19.6,5.84,126,64,73.8,52.2,74,8200.84,90.55848939,71.08,5.959183673,20,5.959183673,3,5,668.46976,710.2374011,1.062482469,83.6,,,83.6
A9,17,5.84,19.6,5.84,136,120,129.8,6.2,82,6762.44,82.23405621,79.08,6.257142857,21,6.257142857,1,2,668.46976,822.1885714,1.229956268,139.6,,,139.6
A9,18,5.84,19.6,5.84,151,130,139.8,11.2,61,3846.44,62.0196743,58.08,5.66122449,19,5.66122449,4,5,668.46976,608.9397918,0.910945907,149.6,3.705882353,4.823529412,149.6
A9,19,5.84,19.6,5.84,101,85,94.8,6.2,55,3063.44,55.34835138,52.08,5.065306122,17,5.065306122,,,668.46976,436.1745439,,104.6,,,104.6
A9,20,5.84,19.6,5.84,108,102,111.8,-3.8,107,11463.44,107.0674554,104.08,2.979591837,10,2.979591837,,,668.46976,88.77967514,,121.6,,,121.6
A6,1,3.81,17.1,7.99,116,96,104.55,11.45,75,5756.1025,75.86898246,71.005,8.021052632,36,16.82105263,2,2,520.55649,4857.211745,9.33080624,113.1,,,113.1
A6,2,3.81,17.1,7.99,126,105,113.55,12.45,52,2859.0025,53.46964092,48.005,11.14035088,50,23.3625731,3,3,520.55649,13013.36309,24.99894504,122.1,,,122.1
A6,3,3.81,17.1,7.99,146,121,129.55,16.45,56,3406.6025,58.36610746,52.005,4.456140351,20,9.34502924,5,5,520.55649,832.8552375,1.599932483,138.1,,,138.1
A6,4,3.81,17.1,7.99,146,122,130.55,15.45,56,3374.7025,58.09218966,52.005,4.456140351,20,9.34502924,6,3,520.55649,832.8552375,1.599932483,139.1,,,139.1
A6,5,3.81,17.1,7.99,143,115,123.55,19.45,156,24714.3025,157.2078322,152.005,4.456140351,20,9.34502924,6,3,520.55649,832.8552375,1.599932483,132.1,,,132.1
A6,6,3.81,17.1,7.99,141,121,129.55,11.45,65,4356.1025,66.00077651,61.005,4.456140351,20,9.34502924,6,6,520.55649,832.8552375,1.599932483,138.1,,,138.1
A6,7,3.81,17.1,7.99,132,112,120.55,11.45,45,2156.1025,46.4338508,41.005,7.798245614,35,16.35380117,6,6,520.55649,4463.583539,8.57463815,129.1,,,129.1
A6,8,3.81,17.1,7.99,147,130,138.55,8.45,60,3671.4025,60.59209932,56.005,7.575438596,34,15.88654971,6,3,520.55649,4091.817782,7.860468288,147.1,,,147.1
A6,9,3.81,17.1,7.99,136,95,103.55,32.45,103,11662.0025,107.9907519,99.005,4.233333333,19,8.877777778,,,520.55649,714.0692593,,112.1,,,112.1
A6,10,3.81,17.1,7.99,147,123,131.55,15.45,99,10039.7025,100.1983159,95.005,2.896491228,13,6.074269006,1,1,520.55649,228.7228696,0.439381458,140.1,,,140.1
A6,11,3.81,17.1,7.99,140,105,113.55,26.45,97,10108.6025,100.5415461,93.005,12.47719298,56,26.16608187,2,5,520.55649,18282.83817,35.12171786,122.1,,,122.1
A6,12,3.81,17.1,7.99,132,112,120.55,11.45,45,2156.1025,46.4338508,41.005,7.798245614,35,16.35380117,3,6,520.55649,4463.583539,8.57463815,129.1,,,129.1
A6,13,3.81,17.1,7.99,131,93,101.55,29.45,87,8436.3025,91.84934676,83.005,12.25438596,55,25.69883041,5,6,520.55649,17320.78627,33.27359585,110.1,,,110.1
A6,14,3.81,17.1,7.99,140,101,109.55,30.45,87,8496.2025,92.17484744,83.005,4.456140351,20,9.34502924,6,7,520.55649,832.8552375,1.599932483,118.1,,,118.1
A6,15,3.81,17.1,7.99,139,118,126.55,12.45,96,9371.0025,96.80393845,92.005,6.907017544,31,14.48479532,5,4,520.55649,3101.448798,5.957948575,135.1,,,135.1
A6,16,3.81,17.1,7.99,130,113,121.55,8.45,97,9480.4025,97.36735849,93.005,6.907017544,31,14.48479532,1,3,520.55649,3101.448798,5.957948575,130.1,,,130.1
A6,17,3.81,17.1,7.99,134,117,125.55,8.45,98,9675.4025,98.36362387,94.005,5.347368421,24,11.21403509,1,3,520.55649,1439.17385,2.76468333,134.1,,,134.1
A6,18,3.81,17.1,7.99,152,142,150.55,1.45,50,2502.1025,50.02102058,46.005,9.135087719,41,19.15730994,3,6,520.55649,7175.151978,13.78361833,159.1,3.941176471,4.235294118,159.1
A6,19,3.81,17.1,7.99,103,87,95.55,7.45,66,4411.5025,66.41914257,62.005,5.347368421,24,11.21403509,,,520.55649,1439.17385,,104.1,,,104.1
A6,20,3.81,17.1,7.99,108,96,104.55,3.45,106,11247.9025,106.056129,102.005,10.69473684,48,22.42807018,,,520.55649,11513.3908,,113.1,,,113.1
A1,1,3.8,4.4,3.8,116,96,98.2,17.8,75,5941.84,77.08333153,73.1,16.40909091,19,16.40909091,4,5,63.536,5115.907025,80.51981593,100.4,,,100.4
A1,2,3.8,4.4,3.8,126,121,123.2,2.8,40,1607.84,40.09788024,38.1,31.09090909,36,31.09090909,6,7,63.536,34799.20661,547.7084899,125.4,,,125.4
A1,3,3.8,4.4,3.8,145,133,135.2,9.8,44,2032.04,45.07815435,42.1,11.22727273,13,11.22727273,5,6,63.536,1638.671488,25.7912284,137.4,,,137.4
A1,4,3.8,4.4,3.8,145,44,46.2,98.8,133,27450.44,165.6817431,131.1,11.22727273,13,11.22727273,3,7,63.536,1638.671488,25.7912284,48.4,,,48.4
A1,5,3.8,4.4,3.8,141,120,122.2,18.8,94,9189.44,95.86156686,92.1,35.40909091,41,35.40909091,2,7,63.536,51405.95248,809.0838655,124.4,,,124.4
A1,6,3.8,4.4,3.8,141,129,131.2,9.8,54,3012.04,54.88205536,52.1,33.68181818,39,33.68181818,1,6,63.536,44244.13017,696.3631668,133.4,,,133.4
A1,7,3.8,4.4,3.8,131,116,118.2,12.8,53,2972.84,54.52375629,51.1,26.77272727,31,26.77272727,6,6,63.536,22220.14669,349.7253005,120.4,,,120.4
A1,8,3.8,4.4,3.8,145,132,134.2,10.8,37,1485.64,38.54400083,35.1,38.86363636,45,38.86363636,2,6,63.536,67967.20041,1069.743144,136.4,,,136.4
A1,9,3.8,4.4,3.8,136,110,112.2,23.8,44,2502.44,50.02439405,42.1,12.95454545,15,12.95454545,,,63.536,2517.303719,,114.4,,,114.4
A1,10,3.8,4.4,3.8,145,123,125.2,19.8,61,4113.04,64.13298683,59.1,22.45454545,26,22.45454545,5,4,63.536,13109.3719,206.3298272,127.4,,,127.4
A1,11,3.8,4.4,3.8,142,117,119.2,22.8,110,12619.84,112.3380612,108.1,12.09090909,14,12.09090909,5,6,63.536,2046.661157,32.21262209,121.4,,,121.4
A1,12,3.8,4.4,3.8,131,116,118.2,12.8,53,2972.84,54.52375629,51.1,20.72727273,24,20.72727273,6,5,63.536,10310.87603,162.283997,120.4,,,120.4
A1,13,3.8,4.4,3.8,130,101,103.2,26.8,57,3967.24,62.9860302,55.1,25.04545455,29,25.04545455,5,5,63.536,18190.96901,286.3096356,105.4,,,105.4
A1,14,3.8,4.4,3.8,141,110,112.2,28.8,110,12929.44,113.7076954,108.1,12.95454545,15,12.95454545,6,5,63.536,2517.303719,39.62011645,114.4,,,114.4
A1,15,3.8,4.4,3.8,140,124,126.2,13.8,102,10594.44,102.9292961,100.1,7.772727273,9,7.772727273,5,4,63.536,543.7376033,8.557945154,128.4,,,128.4
A1,16,3.8,4.4,3.8,132,126,128.2,3.8,62,3858.44,62.11634246,60.1,17.27272727,20,17.27272727,5,4,63.536,5966.942149,93.91435011,130.4,,,130.4
A1,17,3.8,4.4,3.8,137,125,127.2,9.8,100,10096.04,100.4790525,98.1,19,22,19,7,5,63.536,7942,125,129.4,,,129.4
A1,18,3.8,4.4,3.8,152,134,136.2,15.8,56,3385.64,58.18625267,54.1,29.36363636,34,29.36363636,6,3,63.536,29315.58678,461.4012021,138.4,4.647058824,5.352941176,138.4
A1,19,3.8,4.4,3.8,102,92,94.2,7.8,58,3424.84,58.52213257,56.1,11.22727273,13,11.22727273,,,63.536,1638.671488,,96.4,,,96.4
A1,20,3.8,4.4,3.8,108,60,62.2,45.8,396,158913.64,398.6397371,394.1,27.63636364,32,27.63636364,,,63.536,24440.59504,,64.4,,,64.4
A5,1,15,16,17,116,99,107,9,68,4705,68.59300256,59.5,28.125,30,31.875,1,1,4080,26894.53125,6.591796875,115,,,115
A5,2,15,16,17,114,100,108,6,73,5365,73.24616031,64.5,69.375,74,78.625,2,6,4080,403641.0938,98.93164063,116,,,116
A5,3,15,16,17,146,129,137,9,51,2682,51.7880295,42.5,19.6875,21,22.3125,6,5,4080,9224.824219,2.260986328,145,,,145
A5,4,15,16,17,146,129,137,9,51,2682,51.7880295,42.5,19.6875,21,22.3125,7,2,4080,9224.824219,2.260986328,145,,,145
A5,5,15,16,17,142,115,123,19,119,14522,120.5072612,110.5,17.8125,19,20.1875,7,3,4080,6832.207031,1.674560547,131,,,131
A5,6,15,16,17,139,113,121,18,49,2725,52.20153254,40.5,17.8125,19,20.1875,7,7,4080,6832.207031,1.674560547,129,,,129
A5,7,15,16,17,135,119,127,8,59,3545,59.53990259,50.5,34.6875,37,39.3125,7,6,4080,50455.13672,12.36645508,135,,,135
A5,8,15,16,17,147,128,136,11,65,4346,65.9241989,56.5,37.5,40,42.5,7,3,4080,63750,15.625,144,,,144
A5,9,15,16,17,135,102,110,25,59,4106,64.07807737,50.5,17.8125,19,20.1875,,,4080,6832.207031,,118,,,118
A5,10,15,16,17,145,118,126,19,51,2962,54.4242593,42.5,10.3125,11,11.6875,2,3,4080,1325.800781,0.324951172,134,,,134
A5,11,15,16,17,141,120,128,13,44,2105,45.88027899,35.5,29.0625,31,32.9375,2,7,4080,29674.62891,7.273193359,136,,,136
A5,12,15,16,17,135,119,127,8,60,3664,60.5309838,51.5,35.625,38,40.375,3,7,4080,54657.65625,13.39648438,135,,,135
A5,13,15,16,17,130,100,108,22,63,4453,66.73080248,54.5,56.25,60,63.75,5,6,4080,215156.25,52.734375,116,,,116
A5,14,15,16,17,140,60,68,72,109,17065,130.6330739,100.5,23.4375,25,26.5625,7,5,4080,15563.96484,3.814697266,76,,,76
A5,15,15,16,17,138,117,125,13,85,7394,85.98837131,76.5,22.5,24,25.5,3,3,4080,13770,3.375,133,,,133
A5,16,15,16,17,133,113,121,12,106,11380,106.6770828,97.5,27.1875,29,30.8125,2,6,4080,24293.73047,5.954345703,129,,,129
A5,17,15,16,17,137,120,128,9,56,3217,56.71860365,47.5,24.375,26,27.625,1,6,4080,17507.34375,4.291015625,136,,,136
A5,18,15,16,17,150,125,133,17,104,11105,105.3802638,95.5,44.0625,47,49.9375,2,6,4080,103417.4414,25.34741211,141,4.176470588,4.823529412,141
A5,19,15,16,17,102,91,99,3,89,7930,89.05054744,80.5,20.625,22,23.375,,,4080,10606.40625,,107,,,107
A5,20,15,16,17,107,94,102,5,55,3050,55.22680509,46.5,50.625,54,57.375,,,4080,156848.9063,,110,,,110
A14,1,27,31,27,116,76,91.5,24.5,69,5361.25,73.22055722,55.5,33.96774194,39,33.96774194,6,6,22599,44998.4922,1.99117183,107,,,107
