Objects ID,Player ID,InitialWidth,InitialHeight,InitialDepth,Eye Height,Desk Height,Center Height,,G,realDIS,,Distance to Surface,Width,Height,Depth,Shape,Texture,Volume,VolimeAfter,Multiple,,,,
A14,2,27,31,27,113,78,93.5,19.5,94,9216.25,96.00130207,80.5,35.70967742,41,35.70967742,7,7,22599,52282.42352,2.313483938,109,,,109
A14,3,27,31,27,145,124,139.5,5.5,60,3630.25,60.251556,46.5,21.77419355,25,21.77419355,5,7,22599,11852.88762,0.524487261,155,,,155
A14,4,27,31,27,146,120,135.5,10.5,60,3710.25,60.91182151,46.5,21.77419355,25,21.77419355,2,7,22599,11852.88762,0.524487261,151,,,151
A14,5,27,31,27,141,60,75.5,65.5,197,43099.25,207.6035886,183.5,43.5483871,50,43.5483871,5,7,22599,94823.10094,4.19589809,91,,,91
A14,6,27,31,27,141,105,120.5,20.5,65,4645.25,68.1560709,51.5,29.61290323,34,29.61290323,4,5,22599,29815.41727,1.319324628,136,,,136
A14,7,27,31,27,133,75,90.5,42.5,70,6706.25,81.89169677,56.5,24.38709677,28,24.38709677,6,5,22599,16652.45369,0.736866839,106,,,106
A14,8,27,31,27,148,125,140.5,7.5,76,5832.25,76.36916917,62.5,28.74193548,33,28.74193548,2,6,22599,27261.26223,1.206303917,156,,,156
A14,9,27,31,27,135,98,113.5,21.5,59,3943.25,62.79530237,45.5,22.64516129,26,22.64516129,,,22599,13332.88658,,129,,,129
A14,10,27,31,27,146,115,130.5,15.5,65,4465.25,66.82252614,51.5,17.41935484,20,17.41935484,7,4,22599,6068.67846,0.268537478,146,,,146
A14,11,27,31,27,142,107,122.5,19.5,109,12261.25,110.7305288,95.5,20.90322581,24,20.90322581,6,6,22599,10486.67638,0.464032762,138,,,138
A14,12,27,31,27,132,105,120.5,11.5,28,916.25,30.26962174,14.5,37.4516129,43,37.4516129,7,3,22599,60312.80229,2.668826156,136,,,136
A14,13,27,31,27,131,81,96.5,34.5,142,21354.25,146.1309344,128.5,40.93548387,47,40.93548387,5,5,22599,78758.55047,3.485045819,112,,,112
A14,14,27,31,27,140,40,55.5,84.5,85,14365.25,119.8551209,71.5,19.16129032,22,19.16129032,5,6,22599,8077.41103,0.357423383,71,,,71
A14,15,27,31,27,139,104,119.5,19.5,100,10380.25,101.8835119,86.5,35.70967742,41,35.70967742,6,5,22599,52282.42352,2.313483938,135,,,135
A14,16,27,31,27,131,110,125.5,5.5,84,7086.25,84.17986695,70.5,19.16129032,22,19.16129032,6,3,22599,8077.41103,0.357423383,141,,,141
A14,17,27,31,27,136,105,120.5,15.5,24,816.25,28.57008925,10.5,24.38709677,28,24.38709677,7,3,22599,16652.45369,0.736866839,136,,,136
A14,18,27,31,27,152,132,147.5,4.5,90,8120.25,90.11242978,76.5,26.12903226,30,26.12903226,7,3,22599,20481.7898,0.906313987,163,,,163
A14,19,27,31,27,102,80,95.5,6.5,146,21358.25,146.1446202,132.5,21.77419355,25,21.77419355,,,22599,11852.88762,,111,,,111
A14,20,27,31,27,108,91,106.5,1.5,68,4626.25,68.01654211,54.5,39.19354839,45,39.19354839,,,22599,69126.04058,,122,,,122
A17,1,67,83,27,117,68,109.5,7.5,86,7452.25,86.32641542,72.5,32.28915663,40,13.01204819,2,4,150147,16805.92249,0.111929792,151,,,151
A17,2,67,83,27,127,71,112.5,14.5,95,9235.25,96.10020812,81.5,59.73493976,74,24.07228916,2,6,150147,106408.799,0.70869747,154,,,154
A17,3,67,83,27,146,80,121.5,24.5,142,20764.25,144.0980569,128.5,23.40963855,29,9.43373494,7,6,150147,6404.36943,0.042653995,163,,,163
A17,4,67,83,27,146,79,120.5,25.5,142,20814.25,144.2714455,128.5,23.40963855,29,9.43373494,7,6,150147,6404.36943,0.042653995,162,,,162
A17,5,67,83,27,144,84,125.5,18.5,255,65367.25,255.6701977,241.5,15.3373494,19,6.180722892,4,4,150147,1801.122224,0.011995726,167,,,167
A17,6,67,83,27,140,60,101.5,38.5,101,11683.25,108.0890836,87.5,17.75903614,22,7.156626506,6,5,150147,2796.085353,0.018622319,143,,,143
A17,7,67,83,27,134,81,122.5,11.5,80,6532.25,80.82233602,66.5,31.48192771,39,12.68674699,6,5,150147,15576.72681,0.103743177,164,,,164
A17,8,67,83,27,141,88,129.5,11.5,63,4101.25,64.04100249,49.5,41.1686747,51,16.59036145,3,4,150147,34833.16287,0.231993732,171,,,171
A17,9,67,83,27,137,62,103.5,33.5,102,11526.25,107.3603744,88.5,27.44578313,34,11.06024096,,,150147,10320.93715,,145,,,145
A17,10,67,83,27,146,81,122.5,23.5,122,15436.25,124.242706,108.5,15.3373494,19,6.180722892,2,5,150147,1801.122224,0.011995726,164,,,164
A17,11,67,83,27,146,92,133.5,12.5,101,10357.25,101.7705753,87.5,15.3373494,19,6.180722892,3,7,150147,1801.122224,0.011995726,175,,,175
A17,12,67,83,27,134,81,122.5,11.5,80,6532.25,80.82233602,66.5,58.92771084,73,23.74698795,3,7,150147,102152.9617,0.680352999,164,,,164
A17,13,67,83,27,131,74,115.5,15.5,153,23649.25,153.7831265,139.5,51.6626506,64,20.81927711,6,6,150147,68837.0585,0.458464428,157,,,157
A17,14,67,83,27,141,52,93.5,47.5,107,13705.25,117.0694238,93.5,31.48192771,39,12.68674699,5,5,150147,15576.72681,0.103743177,135,,,135
A17,15,67,83,27,140,78,119.5,20.5,136,18916.25,137.5363588,122.5,37.93975904,47,15.28915663,6,6,150147,27263.14516,0.181576356,161,,,161
A17,16,67,83,27,139,17,58.5,80.5,134,24436.25,156.3209839,120.5,33.09638554,41,13.3373494,2,5,150147,18098.14037,0.120536144,100,,,100
A17,17,67,83,27,136,77,118.5,17.5,161,26227.25,161.9482942,147.5,16.95180723,21,6.831325301,1,7,150147,2431.869502,0.016196591,160,,,160
A17,18,67,83,27,151,86,127.5,23.5,111,12873.25,113.4603455,97.5,37.13253012,46,14.96385542,3,3,150147,25559.70736,0.170231222,169,,,169
A17,19,67,83,27,107,41,82.5,24.5,103,11209.25,105.8737456,89.5,29.06024096,36,11.71084337,,,150147,12251.51749,,124,,,124
A17,20,67,83,27,108,55,96.5,11.5,86,7528.25,86.76548853,72.5,40.36144578,50,16.26506024,,,150147,32824.06735,,138,,,138
A19,1,99,152,83,120,12,88,32,160,26624,163.1686244,118.5,32.56578947,50,27.30263158,4,1,1248984,44456.5876,0.035594201,164,,,164
A19,2,99,152,83,120,23,99,21,197,39250,198.1161276,155.5,44.94078947,69,37.67763158,6,5,1248984,116835.1131,0.093544123,175,,,175
A19,3,99,152,83,147,75,151,-4,175,30641,175.0457083,133.5,29.96052632,46,25.11842105,6,3,1248984,34617.81129,0.027716777,227,,,227
A19,4,99,152,83,147,75,151,-4,175,30641,175.0457083,133.5,29.96052632,46,25.11842105,6,1,1248984,34617.81129,0.027716777,227,,,227
A19,5,99,152,83,143,0,76,67,465,220714,469.802086,423.5,19.53947368,30,16.38157895,6,3,1248984,9602.622922,0.007688347,152,,,152
A19,6,99,152,83,141,56,132,9,139,19402,139.2910622,97.5,16.28289474,25,13.65131579,7,6,1248984,5557.07345,0.004449275,208,,,208
A19,7,99,152,83,135,79,155,-20,141,20281,142.411376,99.5,27.35526316,42,22.93421053,7,6,1248984,26349.5973,0.021096825,231,,,231
A19,8,99,152,83,150,49,125,25,150,23125,152.0690633,108.5,50.80263158,78,42.59210526,6,3,1248984,168775.7005,0.135130394,201,,,201
A19,9,99,152,83,137,20,96,41,120,16081,126.8108828,78.5,16.93421053,26,14.19736842,,,1248984,6250.95187,,172,,,172
A19,10,99,152,83,146,60,136,10,158,25064,158.3161394,116.5,11.07236842,17,9.282894737,6,4,1248984,1747.321719,0.001398994,212,,,212
A19,11,99,152,83,143,0,76,67,129,21130,145.361618,87.5,20.19078947,31,16.92763158,7,7,1248984,10595.24961,0.008483095,152,,,152
A19,12,99,152,83,135,79,155,-20,140,20000,141.4213562,98.5,63.17763158,97,52.96710526,6,6,1248984,324594.6174,0.25988693,231,,,231
A19,13,99,152,83,135,58,134,1,169,28562,169.0029586,127.5,29.30921053,45,24.57236842,6,6,1248984,32408.85236,0.025948173,210,,,210
A19,14,99,152,83,141,60,136,5,104,10841,104.1201229,62.5,24.09868421,37,20.20394737,6,5,1248984,18014.87626,0.014423625,212,,,212
A19,15,99,152,83,140,60,136,4,156,24352,156.0512736,114.5,22.79605263,35,19.11184211,7,6,1248984,15248.60955,0.012208811,212,,,212
A19,16,99,152,83,137,47,123,14,403,162605,403.2431029,361.5,20.19078947,31,16.92763158,6,5,1248984,10595.24961,0.008483095,199,,,199
A19,17,99,152,83,137,65,141,-4,288,82960,288.0277764,246.5,43.63815789,67,36.58552632,3,3,1248984,106967.1733,0.08564335,217,,,217
A19,18,99,152,83,145,86,162,-17,37,1658,40.71854614,-4.5,28.00657895,43,23.48026316,5,6,1248984,28276.87928,0.022639905,238,,,238
A19,19,99,152,83,102,123,199,-97,247,70418,265.3639011,205.5,22.14473684,34,18.56578947,,,1248984,13978.57375,,275,,,275
A19,20,99,152,83,108,29,105,3,159,25290,159.0282994,117.5,26.05263158,40,21.84210526,,,1248984,22761.77285,,181,,,181
A10,1,22.5,25,22.2,117,44,56.5,60.5,168,31884.25,178.561614,156.9,29.7,33,29.304,5,2,12487.5,28720.8504,2.299968,69,,,69
A10,2,22.5,25,22.2,127,99,111.5,15.5,44,2176.25,46.65029475,32.9,58.5,65,57.72,7,6,12487.5,219480.3,17.576,124,,,124
A10,3,22.5,25,22.2,145,120,132.5,12.5,83,7045.25,83.93598751,71.9,27,30,26.64,3,5,12487.5,21578.4,1.728,145,,,145
A10,4,22.5,25,22.2,146,123,135.5,10.5,84,7166.25,84.65370636,72.9,24.3,27,23.976,1,4,12487.5,15730.6536,1.259712,148,,,148
A10,5,22.5,25,22.2,143,107,119.5,23.5,233,54841.25,234.1820873,221.9,27.9,31,27.528,3,4,12487.5,23808.9672,1.906624,132,,,132
A10,6,22.5,25,22.2,143,97,109.5,33.5,52,3826.25,61.85668921,40.9,9,10,8.88,3,5,12487.5,799.2,0.064,122,,,122
A10,7,22.5,25,22.2,132,109,121.5,10.5,55,3135.25,55.99330317,43.9,27.9,31,27.528,7,7,12487.5,23808.9672,1.906624,134,,,134
A10,8,22.5,25,22.2,141,118,130.5,10.5,65,4335.25,65.84261538,53.9,45,50,44.4,2,3,12487.5,99900,8,143,,,143
A10,9,22.5,25,22.2,136,101,113.5,22.5,54,3422.25,58.5,42.9,27.9,31,27.528,,,12487.5,23808.9672,,126,,,126
A10,10,22.5,25,22.2,146,118,130.5,15.5,72,5424.25,73.64950781,60.9,18.9,21,18.648,7,1,12487.5,7401.3912,0.592704,143,,,143
A10,11,22.5,25,22.2,143,114,126.5,16.5,67,4761.25,69.00181157,55.9,36.9,41,36.408,7,7,12487.5,55081.6632,4.410944,139,,,139
A10,12,22.5,25,22.2,132,109,121.5,10.5,55,3135.25,55.99330317,43.9,65.7,73,64.824,7,5,12487.5,310902.3864,24.897088,134,,,134
A10,13,22.5,25,22.2,133,90,102.5,30.5,129,17571.25,132.5565917,117.9,50.4,56,49.728,7,6,12487.5,140352.3072,11.239424,115,,,115
A10,14,22.5,25,22.2,139,60,72.5,66.5,95,13447.25,115.9622783,83.9,29.7,33,29.304,7,7,12487.5,28720.8504,2.299968,85,,,85
A10,15,22.5,25,22.2,140,118,130.5,9.5,118,14014.25,118.3817976,106.9,26.1,29,25.752,7,3,12487.5,19491.6888,1.560896,143,,,143
A10,16,22.5,25,22.2,137,105,117.5,19.5,140,19980.25,141.3515122,128.9,49.5,55,48.84,7,3,12487.5,132966.9,10.648,130,,,130
A10,17,22.5,25,22.2,136,110,122.5,13.5,235,55407.25,235.3874466,223.9,27,30,26.64,5,5,12487.5,21578.4,1.728,135,,,135
A10,18,22.5,25,22.2,148,71,83.5,64.5,228,56144.25,236.9477791,216.9,41.4,46,40.848,7,2,12487.5,77790.9312,6.229504,96,,,96
A10,19,22.5,25,22.2,103,87,99.5,3.5,83,6901.25,83.0737624,71.9,20.7,23,20.424,,,12487.5,9723.8664,,112,,,112
A10,20,22.5,25,22.2,107,90,102.5,4.5,47,2229.25,47.21493408,35.9,45,50,44.4,,,12487.5,99900,,115,,,115
A7,1,10.7,17.2,21.4,117,59,67.6,49.4,136,20936.36,144.694022,125.3,20.52906977,33,41.05813953,3,3,3938.456,27815.21856,7.06246777,76.2,,,76.2
A7,2,10.7,17.2,21.4,126,60,68.6,57.4,62,7138.76,84.49118297,51.3,39.81395349,64,79.62790698,6,7,3938.456,202899.3142,51.51747645,77.2,,,77.2
A7,3,10.7,17.2,21.4,145,123,131.6,13.4,52,2883.56,53.69878956,41.3,9.953488372,16,19.90697674,5,6,3938.456,3170.301785,0.80496057,140.2,,,140.2
A7,4,10.7,17.2,21.4,145,123,131.6,13.4,50,2679.56,51.76446658,39.3,9.953488372,16,19.90697674,4,6,3938.456,3170.301785,0.80496057,140.2,,,140.2
A7,5,10.7,17.2,21.4,143,113,121.6,21.4,178,32141.96,179.2817894,167.3,26.12790698,42,52.25581395,6,4,3938.456,57344.07193,14.56003874,130.2,,,130.2
A7,6,10.7,17.2,21.4,137,113,121.6,15.4,32,1261.16,35.51281459,21.3,7.465116279,12,14.93023256,6,5,3938.456,1337.471065,0.33959274,130.2,,,130.2
A7,7,10.7,17.2,21.4,129,104,112.6,16.4,42,2032.96,45.0883577,31.3,27.37209302,44,54.74418605,7,7,3938.456,65932.36993,16.74066434,121.2,,,121.2
A7,8,10.7,17.2,21.4,143,131,139.6,3.4,48,2315.56,48.120266,37.3,17.41860465,28,34.8372093,6,3,3938.456,16990.83613,4.314085552,148.2,,,148.2
A7,9,10.7,17.2,21.4,136,105,113.6,22.4,52,3205.76,56.61943129,41.3,14.93023256,24,29.86046512,,,3938.456,10699.76852,,122.2,,,122.2
A7,10,10.7,17.2,21.4,145,123,131.6,13.4,145,21204.56,145.617856,134.3,19.90697674,32,39.81395349,3,3,3938.456,25362.41428,6.439684556,140.2,,,140.2
A7,11,10.7,17.2,21.4,143,128,136.6,6.4,45,2065.96,45.4528327,34.3,18.6627907,30,37.3255814,5,7,3938.456,20897.9854,5.306136567,145.2,,,145.2
A7,12,10.7,17.2,21.4,129,104,112.6,16.4,42,2032.96,45.0883577,31.3,21.77325581,35,43.54651163,3,3,3938.456,33185.22681,8.425948344,121.2,,,121.2
A7,13,10.7,17.2,21.4,133,103,111.6,21.4,58,3821.96,61.82200256,47.3,26.75,43,53.5,6,5,3938.456,61538.375,15.625,120.2,,,120.2
A7,14,10.7,17.2,21.4,140,60,68.6,71.4,87,12666.96,112.5475899,76.3,16.1744186,26,32.34883721,5,6,3938.456,13603.81449,3.454098381,77.2,,,77.2
A7,15,10.7,17.2,21.4,140,122,130.6,9.4,112,12632.36,112.3937721,101.3,41.05813953,66,82.11627907,5,6,3938.456,222521.7485,56.49974216,139.2,,,139.2
A7,16,10.7,17.2,21.4,135,117,125.6,9.4,140,19688.36,140.3152166,129.3,18.6627907,30,37.3255814,3,5,3938.456,20897.9854,5.306136567,134.2,,,134.2
A7,17,10.7,17.2,21.4,136,122,130.6,5.4,213,45398.16,213.0684397,202.3,12.44186047,20,24.88372093,3,3,3938.456,6191.995673,1.572188612,139.2,,,139.2
A7,18,10.7,17.2,21.4,148,119,127.6,20.4,107,11865.16,108.9273152,96.3,20.52906977,33,41.05813953,3,6,3938.456,27815.21856,7.06246777,136.2,,,136.2
A7,19,10.7,17.2,21.4,102,93,101.6,0.4,121,14641.16,121.0006612,110.3,13.68604651,22,27.37209302,,,3938.456,8241.546241,,110.2,,,110.2
A7,20,10.7,17.2,21.4,108,95,103.6,4.4,57,3268.36,57.16957233,46.3,39.81395349,64,79.62790698,,,3938.456,202899.3142,,112.2,,,112.2
A8,1,17.6,18.7,17.6,118,96,105.35,12.65,87,7729.0225,87.91485938,78.2,21.64705882,23,21.64705882,6,5,5792.512,10777.68858,1.860624299,114.7,,,114.7
A8,2,17.6,18.7,17.6,124,109,118.35,5.65,55,3056.9225,55.28944293,46.2,42.35294118,45,42.35294118,7,5,5792.512,80719.72318,13.93518446,127.7,,,127.7
A8,3,17.6,18.7,17.6,145,123,132.35,12.65,57,3409.0225,58.38683499,48.2,16.94117647,18,16.94117647,6,6,5792.512,5166.062284,0.891851805,141.7,,,141.7
A8,4,17.6,18.7,17.6,145,144,153.35,-8.35,74,5545.7225,74.46960789,65.2,16.94117647,18,16.94117647,6,5,5792.512,5166.062284,0.891851805,162.7,,,162.7
A8,5,17.6,18.7,17.6,143,113,122.35,20.65,115,13651.4225,116.839302,106.2,53.64705882,57,53.64705882,4,5,5792.512,164046.3945,28.32042376,131.7,,,131.7
A8,6,17.6,18.7,17.6,137,105,114.35,22.65,49,2914.0225,53.98168671,40.2,29.17647059,31,29.17647059,4,5,5792.512,26389.25952,4.555753966,123.7,,,123.7
A8,7,17.6,18.7,17.6,133,108,117.35,15.65,58,3608.9225,60.07430815,49.2,35.76470588,38,35.76470588,6,6,5792.512,48606.3391,8.391236669,126.7,,,126.7
A8,8,17.6,18.7,17.6,149,129,138.35,10.65,82,6837.4225,82.68870842,73.2,35.76470588,38,35.76470588,2,4,5792.512,48606.3391,8.391236669,147.7,,,147.7
A8,9,17.6,18.7,17.6,141,108,117.35,23.65,56,3695.3225,60.78916433,47.2,20.70588235,22,20.70588235,,,5792.512,9432.138408,,126.7,,,126.7
A8,10,17.6,18.7,17.6,146,125,134.35,11.65,81,6696.7225,81.83350475,72.2,20.70588235,22,20.70588235,6,3,5792.512,9432.138408,1.628332994,143.7,,,143.7
A8,11,17.6,18.7,17.6,142,113,122.35,19.65,79,6627.1225,81.40714035,70.2,28.23529412,30,28.23529412,7,7,5792.512,23916.95502,4.128943543,131.7,,,131.7
A8,12,17.6,18.7,17.6,133,108,117.35,15.65,58,3608.9225,60.07430815,49.2,50.82352941,54,50.82352941,6,5,5792.512,139483.6817,24.07999874,126.7,,,126.7
A8,13,17.6,18.7,17.6,136,93,102.35,33.65,136,19628.3225,140.1011153,127.2,58.35294118,62,58.35294118,5,6,5792.512,211114.0761,36.44603173,111.7,,,111.7
A8,14,17.6,18.7,17.6,151,112,121.35,29.65,98,10483.1225,102.3871208,89.2,26.35294118,28,26.35294118,6,6,5792.512,19445.37024,3.356984024,130.7,,,130.7
A8,15,17.6,18.7,17.6,140,117,126.35,13.65,98,9790.3225,98.94605854,89.2,22.58823529,24,22.58823529,6,7,5792.512,12245.48097,2.114019094,135.7,,,135.7
A8,16,17.6,18.7,17.6,137,121,130.35,6.65,101,10245.2225,101.2186865,92.2,32,34,32,6,6,5792.512,34816,6.010518407,139.7,,,139.7
A8,17,17.6,18.7,17.6,137,114,123.35,13.65,211,44707.3225,211.4410615,202.2,26.35294118,28,26.35294118,5,4,5792.512,19445.37024,3.356984024,132.7,,,132.7
A8,18,17.6,18.7,17.6,151,128,137.35,13.65,86,7582.3225,87.07653243,77.2,35.76470588,38,35.76470588,7,5,5792.512,48606.3391,8.391236669,146.7,,,146.7
A8,19,17.6,18.7,17.6,104,91,100.35,3.65,44,1949.3225,44.15113249,35.2,22.58823529,24,22.58823529,,,5792.512,12245.48097,,109.7,,,109.7
A8,20,17.6,18.7,17.6,103,89,98.35,4.65,37,1390.6225,37.29105121,28.2,30.11764706,32,30.11764706,,,5792.512,29026.32526,,107.7,,,107.7
A16,1,51,63,42,116,88,119.5,-3.5,78,6096.25,78.07848615,57,32.38095238,40,26.66666667,3,2,134946,34539.68254,0.255951881,151,,,151
A16,2,51,63,42,127,78,109.5,17.5,102,10710.25,103.4903377,81,42.9047619,53,35.33333333,6,6,134946,80346.31746,0.595396066,141,,,141
A16,3,51,63,42,146,88,119.5,26.5,146,22018.25,148.3854777,125,26.71428571,33,22,6,5,134946,19394.57143,0.14372098,151,,,151
A16,4,51,63,42,146,88,119.5,26.5,113,13471.25,116.0657141,92,26.71428571,33,22,5,2,134946,19394.57143,0.14372098,151,,,151
A16,5,51,63,42,142,60,91.5,50.5,308,97414.25,312.1125598,287,31.57142857,39,26,7,5,134946,32013.42857,0.2372314,123,,,123
A16,6,51,63,42,138,64,95.5,42.5,74,7282.25,85.33610022,53,29.95238095,37,24.66666667,6,6,134946,27336.53968,0.202573916,127,,,127
A16,7,51,63,42,133,60,91.5,41.5,93,10371.25,101.8393342,72,29.14285714,36,24,7,6,134946,25179.42857,0.186588921,123,,,123
A16,8,51,63,42,141,93,124.5,16.5,77,6201.25,78.74801585,56,35.61904762,44,29.33333333,5,2,134946,45972.31746,0.340671954,156,,,156
A16,9,51,63,42,135,58,89.5,45.5,52,4774.25,69.09594778,31,25.0952381,31,20.66666667,,,134946,16077.68254,,121,,,121
A16,10,51,63,42,146,102,133.5,12.5,84,7212.25,84.92496688,63,17,21,14,7,2,134946,4998,0.037037037,165,,,165
A16,11,51,63,42,145,114,145.5,-0.5,84,7056.25,84.00148808,63,22.66666667,28,18.66666667,7,7,134946,11847.11111,0.087791495,177,,,177
A16,12,51,63,42,133,60,91.5,41.5,93,10371.25,101.8393342,72,52.61904762,65,43.33333333,6,4,134946,148210.3175,1.098293521,123,,,123
A16,13,51,63,42,133,77,108.5,24.5,150,23100.25,151.987664,129,36.42857143,45,30,6,6,134946,49178.57143,0.364431487,140,,,140
A16,14,51,63,42,140,108,139.5,0.5,51,2601.25,51.00245092,30,24.28571429,30,20,7,5,134946,14571.42857,0.1079797,171,,,171
A16,15,51,63,42,139,89,120.5,18.5,127,16471.25,128.3403678,106,40.47619048,50,33.33333333,7,6,134946,67460.31746,0.499906018,152,,,152
A16,16,51,63,42,136,91,122.5,13.5,139,19503.25,139.6540368,118,35.61904762,44,29.33333333,5,5,134946,45972.31746,0.340671954,154,,,154
A16,17,51,63,42,137,104,135.5,1.5,266,70758.25,266.0042293,245,39.66666667,49,32.66666667,4,3,134946,63493.11111,0.470507545,167,,,167
A16,18,51,63,42,145,108,139.5,5.5,67,4519.25,67.22536724,46,35.61904762,44,29.33333333,6,5,134946,45972.31746,0.340671954,171,,,171
A16,19,51,63,42,102,63,94.5,7.5,141,19937.25,141.1993272,120,15.38095238,19,12.66666667,,,134946,3701.68254,,126,,,126
A16,20,51,63,42,109,78,109.5,-0.5,84,7056.25,84.00148808,63,42.0952381,52,34.66666667,,,134946,75883.68254,,141,,,141
,10.45477387,28.20753769,46.36834171,22.68944724,134.69,94.4575,117.68325,,111.9875,,,100.5945,24.4237809,35.3,21.31654746,4.526470588,15,126857.3966,29136.22193,21.05211904,140.7467337,,,
